code|taxid|taxname|lineage
1|2987967|Athyma orientalis|2987967 351416 215788 100750 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|66787|Dipylidium caninum|66787 66786 109303 6201 6200 6199 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|1230143|Muscina pascuorum|1230143 57892 2994011 7366 43754 43742 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|6257|Parascaris univalens|6257 6254 6250 33256 6249 6274 6236 119089 6231 1206794 33317 33213 6072 33208 33154 2759 131567 
1|52000|Steganacarus magnus|52000 51998 173043 66603 229889 66551 83137 6946 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|46700|Tubastraea coccinea|46700 46699 44299 123767 6125 6102 6101 6073 6072 33208 33154 2759 131567 
1|65637|Amblyomma triguttatum|65637 6942 426441 6939 297308 6935 6934 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2583952|Lepidocyrtus fimetarius|2583952 49178 181623 48704 79707 730330 30001 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2763647|Tanea lineata|2763647 2763646 208830 208829 216294 69555 6448 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|96932|Pyganodon grandis|96932 96931 293110 47526 47522 47521 47520 6599 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|497604|Lysmata boggessi|497604 338204 98089 115581 6694 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1639810|Sclerotia aquatilis|1639810 1904490 433515 7049 71193 41087 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|76193|Papilio machaon|76193 7145 189315 42289 7143 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|93947|Anopheles aconitus|93947 59144 59140 44534 7164 43816 7157 41827 43786 7148 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|3081096|Euhemisphaerius bistriatus|3081096 2997319 872118 36158 36151 33361 1955247 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2067575|Cyathocotyle prussica|2067575 2067574 235156 757225 2717078 6179 6178 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|2073090|Eomantis yunnanensis|2073090 444712 267187 2775415 2901298 2901283 7504 6970 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|3108584|Bhatia longiradiata|3108584 706860 2768366 33372 30102 33368 33365 1955247 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|236711|Tessaratoma papillosa|236711 236710 236386 33358 33357 33351 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1850319|Olenecamptus bilobus|1850319 583457 376242 79514 34667 71528 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1237092|Panopea globosa|1237092 61360 61359 105708 2783444 2785015 735337 6599 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|569587|Aedes alternans|569587 53543 7158 1056966 43817 7157 41827 43786 7148 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|393182|Loxosomella aloxiata|393182 231595 231594 43120 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|174403|Paralithodes brevipes|174403 6740 6739 6744 6738 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|703464|Gardineria hawaiiensis|703464 703463 46746 123763 6125 6102 6101 6073 6072 33208 33154 2759 131567 
1|1306844|Euzophera pyriella|1306844 1101103 40083 7135 37573 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|868577|Euchorthippus fusigeniculatus|868577 122966 58536 7002 92621 70910 1955150 7001 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|94035|Taenia serialis|94035 6202 6208 6201 6200 6199 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|34528|Ascarosepion latimanus|34528 3248581 6608 551351 551287 215450 6606 6605 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|2608287|Clavularia crassa|2608287 86520 86519 3028843 6132 6101 6073 6072 33208 33154 2759 131567 
1|3134087|Madrepora porcellana|3134087 213638 46741 123760 6125 6102 6101 6073 6072 33208 33154 2759 131567 
1|227571|Oedaleus manjius|227571 227570 27549 7002 92621 70910 1955150 7001 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|580879|Mylabris phalerata|580879 268452 2507001 34672 71527 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1248154|Neptis alwina|1248154 270467 215789 100750 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|93504|Ostrinia furnacalis|93504 29056 40080 268499 37573 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|55425|Paraponera clavata|55425 55424 141712 36668 2153479 7434 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|63726|Lepidurus couesii|63726 63724 63729 58774 116557 6658 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1206978|Palythoa grandiflora|1206978 86596 167839 44927 6102 6101 6073 6072 33208 33154 2759 131567 
1|2795679|Hylemya nigrimana|2795679 253328 1993396 30062 43754 43742 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|79674|Macrobrachium rosenbergii|79674 6696 6695 115580 6694 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|304879|Neostylopyga rhombifolia|304879 304878 77099 6974 1049657 85823 6970 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1405014|Jellisonia amadoi|1405014 309184 51295 129371 140696 7509 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|198218|Linuparus trigonus|198218 198217 6731 115587 6730 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|3078932|Oxytelus finitimus|3078932 66345 82877 351512 29026 75543 41085 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|238695|Locusta migratoria migratoria|238695 7004 7003 27549 7002 92621 70910 1955150 7001 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|267462|Bryodemella tuberculata diluta|267462 1224100 267460 27549 7002 92621 70910 1955150 7001 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|302805|Anatolica potanini|302805 302803 1271710 7065 71527 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1030663|Megalurothrips distalis|1030663 439357 153976 45053 45049 38130 30262 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|3045420|Ctenothrips transeolineae|3045420 1646335 153976 45053 45049 38130 30262 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|244720|Calliptamus abbreviatus|244720 244719 227589 7002 92621 70910 1955150 7001 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2486768|Xiphidiopsis gurneyi|2486768 948377 323642 62784 70905 2018325 6994 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|120202|Daphnia carinata|120202 6668 77658 116561 6665 84337 116557 6658 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1419480|Rapisma zayuanum|1419480 560872 560874 7516 85817 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|3003847|Succinea erythrophana|3003847 145426 73114 87876 216366 6527 120490 977775 216307 216305 6448 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|2767328|Stenocatantops mistshenkoi|2767328 227616 109883 7002 92621 70910 1955150 7001 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2704520|Limassolla lingchuanensis|2704520 2509971 562040 33371 30102 33368 33365 1955247 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|60567|Crossaster papposus|60567 60566 7596 7591 41245 7588 7587 133551 7586 33511 33213 6072 33208 33154 2759 131567 
1|449650|Southwellina hispida|449650 449649 60522 45081 45080 10232 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|1376764|Pycnarmon cribrata|1376764 581988 581380 268499 37573 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2885233|Amynthas deogyusanensis|2885233 195544 6400 2803885 2803884 6381 42113 6340 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|1798241|Lepidodesma languilati|1798241 165453 293110 47526 47522 47521 47520 6599 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|1921091|Bullanga florida|1921091 1921090 2028942 27427 2029066 7516 85817 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|3015549|Mustilia falcipennis|3015549 1181399 119257 37569 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2951065|Agrilus ornatus|2951065 195164 261156 50527 71192 41087 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1738629|Gasteruption parvicollarium|1738629 32404 32401 27483 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|938198|Oraesia emarginata|938198 706083 1583079 695564 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|202799|Graphium leechi|202799 76204 189314 42289 7143 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|549331|Culex mollis|549331 53527 7174 53550 43817 7157 41827 43786 7148 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1310326|Trichius succinctus|1310326 465339 7056 7055 75546 41086 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|370345|Batillaria attramentaria|370345 75120 145542 69597 216291 69555 6448 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|590157|Lucanus mazama|590157 41108 614534 41105 75546 41086 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2792477|Culex fergusoni|2792477 53537 7174 53550 43817 7157 41827 43786 7148 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|3112884|Cephalomalthinus imparicornis|3112884 2602191 433502 41097 71193 41087 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|903667|Leptodius sanguineus|903667 373432 6779 6778 116706 116704 6752 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|7503|Zootermopsis angusticollis|7503 7502 127821 127820 7501 1912919 1049657 85823 6970 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|172567|Balanus balanus|172567 6677 2899661 37806 2899671 2899670 2899756 6676 6675 116172 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1155016|Mengenilla moldrzyki|1155016 50601 50600 50599 232639 30261 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|556853|Poraniopsis inflata|556853 556851 55645 41166 41243 7588 7587 133551 7586 33511 33213 6072 33208 33154 2759 131567 
1|3141511|Yangiella montana|3141511 1962901 2517576 236322 209987 33357 33351 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|93129|Tetranychus cinnabarinus|93129 32263 32262 83146 188550 83145 6947 83136 6946 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|370047|Coptotermes frenchi|370047 36986 72653 36985 1912919 1049657 85823 6970 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1918306|Subclytia rotundiventris|1918306 1918305 569110 54286 27474 43755 43742 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|248454|Apolygus lucorum|248454 248453 236659 173680 30083 33355 33354 33351 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2184234|Cardiodactylus muiri|2184234 323462 209013 6995 70906 2174975 6994 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1884681|Epicauta tibialis|1884681 34673 2507001 34672 71527 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1130792|Microzoanthus occultus|1130792 1130790 1130789 44927 6102 6101 6073 6072 33208 33154 2759 131567 
1|411673|Portunus sanguinolentus|411673 80835 600346 6757 6774 116706 116704 6752 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|27554|Ctenolepisma longicaudatum|27554 27552 27551 30264 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|181088|Haemaphysalis flava|181088 34622 426439 6939 297308 6935 6934 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1074818|Isis hippuris|1074818 1074817 44204 3028843 6132 6101 6073 6072 33208 33154 2759 131567 
1|75299|Gnathostoma spinigerum|75299 61463 119158 61462 2072717 6274 6236 119089 6231 1206794 33317 33213 6072 33208 33154 2759 131567 
1|576652|Gebiacantha plantae|576652 576651 177245 1792266 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|509179|Floraphis choui|509179 509178 387116 133075 27482 33385 33380 33373 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|364284|Semisulcospira coreana|364284 145881 584723 69597 216291 69555 6448 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|80833|Tridacna crocea|80833 52939 2787994 55708 105710 2783445 2908833 2785015 735337 6599 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|334759|Fruhstorferiola omei|334759 334758 396427 37266 7002 92621 70910 1955150 7001 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1223490|Athetis lepigone|1223490 320073 95179 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|270899|Arachnocampa flava|270899 270892 58255 58254 41830 43784 7148 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|235145|Clinostomum complanatum|235145 232598 232597 232596 6180 6179 6178 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|767261|Melithaea erythraea|767261 156533 86552 3028843 6132 6101 6073 6072 33208 33154 2759 131567 
1|213913|Parnassius andreji|213913 447235 42291 213899 42290 7143 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|569436|Polycarpa mytiligera|569436 30298 7721 7720 7713 7712 7711 33511 33213 6072 33208 33154 2759 131567 
1|1256663|Botrylloides nigrum|1256663 62806 7721 7720 7713 7712 7711 33511 33213 6072 33208 33154 2759 131567 
1|2558238|Callispa bowringii|2558238 2558237 107219 27439 71528 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2799180|Periscepsia handlirschi|2799180 1695047 81724 54287 27474 43755 43742 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|419962|Aiolocaria hexaspilota|419962 419961 263631 7081 7080 2939015 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1124549|Syrphus ribesii|1124549 224255 115274 43838 34680 43740 43737 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1888244|Lissocarcinus arkati|1888244 557253 2996377 6757 6774 116706 116704 6752 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2705182|Ocinebrellus falcatus|2705182 213424 39476 39475 6479 69555 6448 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|165100|Ricordea florida|165100 51829 51826 44295 6102 6101 6073 6072 33208 33154 2759 131567 
1|269706|Polionemobius taprobanensis|269706 1767502 208663 494411 70906 2174975 6994 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2708134|Pomacea occulta|2708134 72702 54973 6475 75116 69555 6448 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|401640|Cricotopus fuscus|401640 153373 43808 7149 41828 43786 7148 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|474045|Coenobita clypeatus|474045 177220 177219 6744 6738 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|377948|Nasutitermes similis|377948 46570 62941 46569 1912919 1049657 85823 6970 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|438892|Copris tripartitus|438892 41145 569635 41142 7055 75546 41086 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|40370|Drosophila montana|40370 32335 32281 7215 46877 43845 7214 43746 43741 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|1087604|Marumba saishiuana|1087604 522841 523180 469321 7128 37569 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|640297|Buccinum pemphigus|640297 37540 37796 216303 6479 69555 6448 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|1553310|Epuraea terminalis|1553310 295922 577237 116151 71526 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|537462|Triodia sylvina|537462 537461 41021 92005 41020 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2305083|Epeorus herklotsi|2305083 185820 178295 185810 30073 33339 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|50650|Lygus lineolaris|50650 30084 236659 173680 30083 33355 33354 33351 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|400727|Pomacea canaliculata|400727 72702 54973 6475 75116 69555 6448 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|2806094|Lycocerus asperipennis|2806094 334002 433502 41097 71193 41087 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2529228|Plesionika ortmanni|2529228 291074 6701 115583 6694 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|99759|Engaeus sericatus|99759 99756 37850 29961 6712 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|367159|Pheidole yeensis|367159 190769 144015 34695 36668 2153479 7434 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|191330|Cherax crassimanus|191330 6722 37850 29961 6712 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|12993|Cassiopea xamachana|12993 12992 37536 37535 6142 6073 6072 33208 33154 2759 131567 
1|2774358|Sarcophaga plotnikovi|2774358 561784 7384 43916 7381 43755 43742 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2824824|Taeniothrips tigris|2824824 45054 153976 45053 45049 38130 30262 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|694456|Euspilotus scissus|694456 694455 154165 110043 154140 41085 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|169091|Paprides nitidus|169091 169090 109883 7002 92621 70910 1955150 7001 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|153825|Chrysomela aeneicollis|153825 41127 63708 63707 27439 71528 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|639598|Dendrobathypathes boutillieri|639598 639597 223214 44168 6102 6101 6073 6072 33208 33154 2759 131567 
1|85310|Nezara viridula|85310 85309 286710 160513 33358 33357 33351 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|119071|Geocharax gracilis|119071 99768 37850 29961 6712 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2064775|Ornithoptera richmondia|2064775 95591 189319 189317 42289 7143 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2930061|Atkinsoniella warpa|2930061 565723 565680 33370 30102 33368 33365 1955247 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|300633|Bankia gouldi|300633 120362 114952 61346 278205 2908833 2785015 735337 6599 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|554498|Triphysa phryne|554498 442025 150878 127320 42282 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|410888|Tramea virginia|410888 126232 6964 70899 6962 2510002 6961 33339 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|236018|Ceratina okinawana|236018 236012 78173 78171 78170 7458 3042114 34735 7434 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|112525|Biomphalaria pfeifferi|112525 6525 6524 216441 977779 977775 216307 216305 6448 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1|2593406|Cacopsylla jukyungi|2593406 121835 2218198 30092 33375 33373 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2917596|Precis pelarga|2917596 311126 311092 40040 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|868578|Mekongiella xizangensis|868578 244709 3078045 58543 156593 70910 1955150 7001 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|34751|Meloe proscarabaeus|34751 34750 2507001 34672 71527 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|2918055|Syllepte taiwanalis|2918055 582022 40080 268499 37573 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|201758|Anthonomus pomorum|201758 7043 123517 39816 7042 71529 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|941251|Agriotes fuscicollis|941251 292457 116139 30009 71193 41087 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1|94034|Taenia multiceps|94034 6202 6208 6201 6200 6199 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
